43350;143.202.36.0;24;3:02:04
43350;143.202.36.0;24;17:55:47
43350;143.202.36.0;24;1 day, 8:34:08
43350;143.202.38.0;24;1 day, 8:47:26
43350;185.185.132.0;24;0:00:00
43350;185.185.132.0;24;3:45:47
43350;185.185.132.0;24;22:55:33
43350;185.185.132.0;24;23:59:44
43350;185.185.132.0;24;22:49:31
43350;185.185.132.0;24;1 day, 18:12:19
43350;185.185.132.0;24;2 days, 0:10:09
43350;185.185.132.0;24;1 day, 17:23:02
43350;185.185.132.0;24;1 day, 17:29:17
43350;185.185.132.0;24;1 day, 17:42:30
43350;185.197.134.0;23;0:03:45
43350;185.197.134.0;23;0:04:42
43350;185.197.134.0;23;0:04:36
43350;185.197.134.0;23;0:03:49
43350;185.197.134.0;23;0:04:41
43350;185.197.134.0;23;0:03:58
43350;185.197.134.0;23;0:03:55
43350;185.197.134.0;23;0:04:12
43350;185.197.134.0;23;0:04:27
43350;185.197.134.0;23;0:03:58
43350;185.197.134.0;23;1:50:38
43350;185.197.134.0;23;0:04:11
43350;185.197.134.0;23;0:03:34
43350;185.197.134.0;23;5:53:02
43350;185.197.134.0;23;0:04:46
43350;185.197.134.0;23;0:54:28
43350;185.197.134.0;23;0:04:16
43350;185.197.134.0;23;0:52:53
43350;185.197.134.0;23;0:03:55
43350;185.197.134.0;23;0:53:42
43350;185.197.134.0;23;0:04:14
43350;185.197.134.0;23;0:04:17
43350;185.197.134.0;23;0:04:16
43350;185.197.134.0;23;0:52:12
43350;185.197.134.0;23;0:04:34
43350;185.197.134.0;23;6:53:51
43350;185.185.132.0;24;23:08:10
43350;185.185.132.0;24;23:16:59
43350;185.185.132.0;24;23:24:19
43350;185.185.132.0;24;22:25:35
43350;185.185.132.0;24;1 day, 3:40:11
43350;185.197.134.0;23;0:05:05
43350;185.197.134.0;23;0:52:32
43350;185.197.134.0;23;0:04:37
43350;185.197.134.0;23;1:56:37
43350;185.197.134.0;23;0:04:34
43350;185.197.134.0;23;0:04:47
43350;185.197.134.0;23;11:48:59
43350;185.197.134.0;23;1:09:42
43350;185.197.134.0;23;0:03:43
43350;185.197.134.0;23;0:03:47
43350;185.197.134.0;23;0:03:51
43350;185.197.134.0;23;0:03:48
43350;185.197.134.0;23;0:04:11
43350;185.197.134.0;23;0:04:35
43350;185.197.134.0;23;0:16:47
43350;185.197.134.0;23;0:04:45
43350;185.197.134.0;23;0:03:15
43350;185.197.134.0;23;0:04:58
43350;185.197.134.0;23;0:03:36
43350;185.197.134.0;23;0:04:06
43350;185.197.134.0;23;0:03:46
43350;185.197.134.0;23;0:04:24
43350;185.197.134.0;23;3:35:48
43350;185.197.134.0;23;0:04:01
43350;185.197.134.0;23;0:04:29
43350;185.197.134.0;23;0:03:39
43350;185.197.134.0;23;0:03:44
43350;185.197.134.0;23;0:04:06
43350;185.197.134.0;23;0:04:28
43350;185.197.134.0;23;0:04:25
43350;185.197.134.0;23;0:53:44
43350;185.197.134.0;23;0:04:31
43350;185.197.134.0;23;0:03:11
43350;185.197.134.0;23;0:13:31
43350;185.197.134.0;23;0:03:16
43350;185.197.134.0;23;0:04:45
43350;185.197.134.0;23;0:04:01
43350;185.197.134.0;23;0:04:34
43350;185.197.134.0;23;0:04:43
43350;185.197.134.0;23;0:03:52
43350;185.197.134.0;23;0:04:10
43350;185.197.134.0;23;0:04:35
43350;185.197.134.0;23;0:03:47
43350;185.197.134.0;23;0:03:32
43350;185.197.134.0;23;0:13:29
43350;185.197.134.0;23;0:04:11
43350;185.197.134.0;23;0:04:52
43350;185.197.134.0;23;0:03:49
43350;185.197.134.0;23;0:04:11
43350;185.197.134.0;23;0:04:24
43350;185.197.134.0;23;0:04:23
43350;185.197.134.0;23;0:04:10
43350;185.197.134.0;23;0:04:34
43350;185.197.134.0;23;0:03:38
43350;185.197.134.0;23;0:13:59
43350;185.197.134.0;23;0:03:54
43350;185.197.134.0;23;0:04:09
43350;185.197.134.0;23;0:04:11
43350;185.197.134.0;23;0:04:14
