22822;99.192.182.0;24;0:00:17;1554091744;1554091761;['22822', '54825', '396093', '396093'];24
22822;99.192.182.0;24;0:00:13;1554091929;1554091942;['22822', '54825', '396093', '396093'];0
22822;99.192.182.0;24;0:00:18;1554092039;1554092057;['22822', '54825', '396093', '396093'];0
22822;99.192.182.0;24;0:00:12;1554092158;1554092170;['22822', '54825', '396093', '396093'];0
22822;99.192.182.0;24;0:00:13;1554092271;1554092284;['22822', '54825', '396093', '396093'];0
22822;99.192.182.0;24;0:00:16;1554092500;1554092516;['22822', '54825', '396093', '396093'];0
22822;99.192.182.0;24;0:00:15;1554092549;1554092564;['22822', '54825', '396093', '396093'];0
22822;99.192.182.0;24;0:00:14;1554092891;1554092905;['22822', '54825', '396093', '396093'];0
22822;99.192.182.0;24;0:00:16;1554092973;1554092989;['22822', '54825', '396093', '396093'];0
22822;99.192.182.0;24;0:00:22;1554093005;1554093027;['22822', '54825', '396093', '396093'];0
22822;99.192.182.0;24;0:00:19;1554093113;1554093132;['22822', '54825', '396093', '396093'];0
22822;99.192.182.0;24;0:00:14;1554093603;1554093617;['22822', '54825', '396093', '396093'];0
22822;99.192.182.0;24;0:00:13;1554093651;1554093664;['22822', '54825', '396093', '396093'];0
22822;99.192.182.0;24;0:00:13;1554094069;1554094082;['22822', '54825', '396093', '396093'];0
22822;99.192.182.0;24;0:00:18;1554094169;1554094187;['22822', '54825', '396093', '396093'];0
22822;99.192.182.0;24;0:00:20;1554094319;1554094339;['22822', '54825', '396093', '396093'];0
22822;99.192.182.0;24;0:00:21;1554094372;1554094393;['22822', '54825', '396093', '396093'];0
22822;99.192.182.0;24;0:00:15;1554117243;1554117258;['22822', '54825', '396093', '396093'];0
22822;99.192.182.0;24;0:00:17;1554117933;1554117950;['22822', '54825', '396093', '396093'];0
22822;99.192.182.0;24;0:00:18;1554121561;1554121579;['22822', '54825', '396093', '396093'];0
22822;99.192.182.0;24;0:00:13;1554133672;1554133685;['22822', '54825', '396093', '396093'];0
22822;99.192.182.0;24;0:00:18;1554133720;1554133738;['22822', '54825', '396093', '396093'];0
22822;99.192.182.0;24;0:00:12;1554177987;1554177999;['22822', '54825', '396093', '396093'];0
22822;99.192.182.0;24;0:00:13;1554178077;1554178090;['22822', '54825', '396093', '396093'];0
22822;99.192.182.0;24;0:00:21;1554178256;1554178277;['22822', '54825', '396093', '396093'];0
22822;99.192.182.0;24;0:00:20;1554178361;1554178381;['22822', '54825', '396093', '396093'];0
22822;99.192.182.0;24;0:00:14;1554178459;1554178473;['22822', '54825', '396093', '396093'];0
22822;99.192.182.0;24;0:00:18;1554178505;1554178523;['22822', '54825', '396093', '396093'];0
22822;99.192.182.0;24;0:00:19;1554178555;1554178574;['22822', '54825', '396093', '396093'];0
22822;99.192.182.0;24;0:00:12;1554178649;1554178661;['22822', '54825', '396093', '396093'];0
22822;99.192.182.0;24;0:00:15;1554178694;1554178709;['22822', '54825', '396093', '396093'];0
22822;99.192.182.0;24;0:00:17;1554178790;1554178807;['22822', '54825', '396093', '396093'];0
22822;99.192.182.0;24;0:00:13;1554178838;1554178851;['22822', '54825', '396093', '396093'];0
22822;99.192.182.0;24;0:00:12;1554207957;1554207969;['22822', '54825', '396093', '396093'];0
22822;99.192.182.0;24;0:00:14;1554231414;1554231428;['22822', '54825', '396093', '396093'];0
22822;99.192.182.0;24;0:00:17;1554232640;1554232657;['22822', '54825', '396093', '396093'];0
22822;99.192.182.0;24;0:00:21;1554233792;1554233813;['22822', '54825', '396093', '396093'];0
22822;99.192.182.0;24;0:00:12;1554234080;1554234092;['22822', '54825', '396093', '396093'];0
22822;99.192.182.0;24;0:00:20;1554234430;1554234450;['22822', '54825', '396093', '396093'];0
22822;99.192.182.0;24;0:00:20;1554237408;1554237428;['22822', '54825', '396093', '396093'];0
22822;99.192.182.0;24;0:00:16;1554238045;1554238061;['22822', '54825', '396093', '396093'];0
22822;99.192.182.0;24;0:00:14;1554292847;1554292861;['22822', '54825', '396093', '396093'];0
22822;99.192.182.0;24;0:00:19;1554293039;1554293058;['22822', '54825', '396093', '396093'];0
