43350;185.185.132.0;24;0:04:07
43350;185.197.134.0;23;0:00:48
43350;185.197.134.0;23;0:00:20
43350;185.197.134.0;23;0:00:37
43350;185.197.134.0;23;0:00:50
43350;185.197.134.0;23;0:00:32
43350;185.197.134.0;23;0:00:32
43350;185.197.134.0;23;0:00:40
43350;185.197.134.0;23;0:00:35
43350;185.197.134.0;23;0:00:22
43350;185.197.134.0;23;0:00:21
43350;185.197.134.0;23;0:00:23
43350;185.197.134.0;23;0:00:27
43350;185.197.134.0;23;0:00:50
43350;185.197.134.0;23;0:00:20
43350;185.197.134.0;23;0:00:30
43350;185.197.134.0;23;0:00:24
43350;185.197.134.0;23;0:00:52
43350;185.197.134.0;23;0:00:41
43350;185.197.134.0;23;0:00:38
43350;185.197.134.0;23;0:00:21
43350;185.197.134.0;23;0:00:22
43350;185.197.134.0;23;0:00:39
43350;185.197.134.0;23;0:00:25
43350;185.197.134.0;23;0:00:37
43350;185.197.134.0;23;0:00:29
43350;185.197.134.0;23;0:00:30
43350;185.197.134.0;23;0:00:19
43350;185.197.134.0;23;0:00:27
43350;185.197.134.0;23;0:00:53
43350;185.197.134.0;23;0:00:23
43350;185.197.134.0;23;0:00:33
43350;185.197.134.0;23;0:00:41
43350;185.197.134.0;23;0:00:28
43350;185.197.134.0;23;0:00:26
43350;185.197.134.0;23;0:00:20
43350;185.197.134.0;23;0:00:35
43350;185.197.134.0;23;0:00:41
43350;185.121.163.0;24;0:00:00
43350;185.197.134.0;23;0:00:26
43350;185.185.134.0;24;0:00:00
43350;185.185.134.0;24;0:00:00
43350;185.185.132.0;24;0:04:06
43350;185.185.132.0;24;0:00:00
43350;185.185.132.0;24;0:04:42
43350;185.197.134.0;23;0:00:37
43350;185.197.134.0;23;0:00:48
43350;185.197.134.0;23;0:00:39
43350;185.197.134.0;23;0:00:29
43350;185.197.134.0;23;0:00:19
43350;185.197.134.0;23;0:00:37
43350;185.197.134.0;23;0:00:45
43350;185.197.134.0;23;0:00:28
43350;185.197.134.0;23;0:00:34
43350;185.197.134.0;23;0:00:51
43350;185.197.134.0;23;0:00:33
43350;185.197.134.0;23;0:00:40
43350;185.185.132.0;24;0:03:57
43350;185.197.134.0;23;3:29:05
43350;185.197.134.0;23;0:00:39
43350;185.197.134.0;23;0:00:42
43350;185.197.134.0;23;0:00:16
43350;185.197.134.0;23;0:00:27
43350;185.197.134.0;23;0:00:49
43350;185.197.134.0;23;0:00:35
43350;185.197.134.0;23;0:00:50
43350;185.197.134.0;23;0:00:34
43350;185.197.134.0;23;0:00:33
43350;185.197.134.0;23;0:00:24
43350;185.197.134.0;23;0:00:33
43350;185.197.134.0;23;0:00:23
43350;185.197.134.0;23;0:00:35
